value,is_anomaly
26.326637470747883,0
17.167703213569556,0
15.497607189510976,0
10.592806763318407,0
10.984742727162335,0
14.6268763840594,0
10.887724938757897,0
12.774427021938596,0
10.376817327358815,0
12.220567776507583,0
25.562153458477045,0
24.759892035785374,0
14.57821033939725,0
13.429092596468433,0
35.00931265543993,0
79.9540369647328,0
16.519528403067028,0
20.986675822874624,0
11.729933505302652,0
10.7865426935352,0
10.269211075113729,0
36.531496559638185,0
10.351901976716578,0
11.893318074905146,0
11.973518002869294,0
16.947098752282457,0
10.883566896275765,0
11.918191601032198,0
10.462517860022464,0
14.678011918142616,0
11.518292341459537,0
10.046673920904452,0
11.12403317526101,0
22.32154573637393,0
10.690596298113856,0
10.033222182402447,0
11.649803138348824,0
20.017616925629355,0
10.579159643874522,0
15.68197077479299,0
12.309182929065996,0
10.623840287951289,0
11.569869912883883,0
16.01441218006829,0
15.63151823005275,0
12.113636772140424,0
12.066420253459748,0
10.884151138202828,0
15.402393991961308,0
10.915470101008326,0
15.91385149347932,0
10.670151631218612,0
12.666701407261364,0
10.905012471084792,0
10.380013516230749,0
11.967156280193517,0
16.910346484804798,0
14.148578283733864,0
13.133618949173037,0
12.162321117685151,0
10.567880722419297,0
12.644439119845678,0
11.04230941332975,0
14.155135417699224,0
11.484600698901756,0
12.254343008155333,0
10.074854176968506,0
10.150639839242544,0
15.00667992914611,0
13.096451291831869,0
11.828970318819273,0
19.82282211080461,0
11.432186276347107,0
11.06109137101097,0
14.959847499351264,0
20.54254382780567,0
19.95913444698076,0
15.833992935454127,0
10.472277004629579,0
12.651780431075057,0
27.24443310632612,0
11.364152691590752,0
15.39975909909301,0
10.664740398698333,0
17.398886838898818,0
10.284708087929197,0
12.488060606592715,0
23.561790240523116,0
17.798633795498407,0
11.052558781335462,0
11.10823145038819,0
14.493933624362052,0
14.123024577018162,0
16.203204299368778,0
10.494897042197199,0
17.505469025501753,0
12.14300718975034,0
12.93886870210249,0
15.024381861812419,0
14.815492804368118,0
12.664020589373381,0
21.756064194767916,0
10.273522261738599,0
11.985088388442017,0
21.759074619187764,0
10.143892973889535,0
14.95525635908081,0
12.637297132748518,0
16.472915570344743,0
12.603990549783703,0
10.207167068607472,0
10.39462431412435,0
11.705860426093171,0
18.80858439633704,0
10.495903472948559,0
13.5515412126282,0
11.66696414664231,0
15.040792997084274,0
10.69224130874105,0
10.28883281936843,0
11.399670135057764,0
24.448202466144377,0
22.703249895454697,0
10.634445201054103,0
10.09852802393344,0
10.20999633249075,0
30.24246454520196,0
10.438968563592743,0
10.856880012392045,0
18.927471293928647,0
12.206460948132474,0
11.287890531095696,0
18.525931026989227,0
13.738163739957827,0
10.368216965625228,0
20.700637561871652,0
20.432941885663073,0
10.603637807647067,0
10.893166278886708,0
13.628420946978856,0
15.155729179884856,0
12.447306291299514,0
10.080162974371865,0
10.084407249715102,0
15.101567565292163,0
11.358221814862784,0
10.230980570809098,0
13.25886584857933,0
20.261197790965188,0
15.556409761203154,0
12.902955190494554,0
10.710146464262474,0
11.41784568138464,0
10.176155574747739,0
13.178291972797762,0
10.73041371990923,0
14.711896235844167,0
13.956763039637355,0
19.383609194222174,0
17.93984506914593,0
10.006109416202449,0
37.77307075132944,0
11.850744216082932,0
21.25728792304149,0
17.706420801994884,0
11.042528143601311,0
15.45214070737867,0
15.887844220130209,0
19.881102645378604,0
13.940074504826221,0
11.274677319009964,0
16.705632706059347,0
10.464766052584245,0
10.919919823795315,0
20.12093761204758,0
13.239702860815736,0
10.347435999547978,0
11.212957592838057,0
10.713705329033216,0
11.32220521448437,0
24.840887528486654,0
16.34003847454033,0
16.682486725517293,0
10.133931977668889,0
19.795411795461778,0
11.76925599743779,0
14.345341126642733,0
18.246624229566883,0
12.744830328556716,0
11.820252343496534,0
11.642848932111589,0
13.973510057512147,0
18.08383951845597,0
17.377775579832008,0
10.964177568885196,0
18.83505653473631,0
11.998101969385782,0
11.106171123236646,0
16.782734416627505,0
10.389748574170607,0
13.889027428910794,0
29.23734404860238,0
15.582038541005257,0
27.148308355510157,0
12.564209650451314,0
10.826105635338774,0
22.05538151445964,0
21.240754649007908,0
10.208086015575692,0
17.919025682878736,0
10.038565759926872,0
10.177688681748059,0
11.639984903559458,0
10.372195788392913,0
14.00245627343084,0
13.099234652083052,0
16.785827576286113,0
16.757414999940043,0
19.242086843211514,0
12.739520817264358,0
18.378780470939915,0
13.84822440894463,0
10.58446762469557,0
12.262523052431526,0
11.418474208762966,0
10.612273576539755,0
19.04970914255863,0
22.266791765629538,0
11.390450420750504,0
18.979635290883195,0
11.227772709012488,0
10.757366973631177,0
30.83244378597491,0
11.571228152435808,0
10.714349521585167,0
24.585523360347526,0
13.700993876958321,0
11.804623717201183,0
11.372001346116036,0
12.97071040287987,0
11.790035859839573,0
14.738218167784973,0
11.55509183807279,0
