date,gig_category,n_active_vendors,n_new_vendors,avg_vendor_rating,top_rated_fraction,total_profile_views,avg_profile_views,search_impressions,click_through_rate,avg_response_time_hours
2024-07-01,AI/ML Development,1829,12,4.35,0.131,9291.0,5.1,132929.0,0.0425,16.5
2024-07-01,Content Writing,7086,72,4.05,0.169,28302.0,4.0,366786.0,0.0411,5.5
2024-07-01,Data Analysis,2859,28,4.3,0.114,11716.0,4.1,194727.0,0.0594,4.3
2024-07-01,Financial Modeling,930,5,4.44,0.095,3428.0,3.7,48801.0,0.0395,9.3
2024-07-01,Graphic Design,4769,17,4.1,0.124,16213.0,3.4,239134.0,0.0356,6.9
2024-07-01,Legal Consulting,643,4,4.63,0.109,2543.0,4.0,33290.0,0.0491,10.8
2024-07-01,Mobile App,1922,12,4.24,0.182,6823.0,3.5,106581.0,0.039,4.5
2024-07-01,Music Production,1218,11,3.88,0.183,5685.0,4.7,102026.0,0.0418,9.6
2024-07-01,Photography,1796,8,4.09,0.117,8157.0,4.5,139070.0,0.0537,10.3
2024-07-01,SEO/SEM,2232,6,3.88,0.198,9172.0,4.1,136673.0,0.0608,16.6
2024-07-01,Social Media Management,2903,38,3.77,0.149,12858.0,4.4,222805.0,0.0509,13.0
2024-07-01,Translation,3699,35,4.09,0.139,18051.0,4.9,314266.0,0.0585,5.0
2024-07-01,Video Production,1322,5,4.11,0.117,4842.0,3.7,65293.0,0.0428,11.7
2024-07-01,Virtual Assistant,3872,29,3.72,0.193,16671.0,4.3,232794.0,0.0516,4.4
2024-07-01,Web Development,3191,28,4.28,0.15,12171.0,3.8,207892.0,0.0477,6.8
2024-07-02,AI/ML Development,1537,13,4.38,0.136,7286.0,4.7,93821.0,0.0574,7.2
2024-07-02,Content Writing,6890,26,3.97,0.164,32083.0,4.7,428609.0,0.0418,1.2
2024-07-02,Data Analysis,2742,27,4.34,0.181,12101.0,4.4,187512.0,0.0464,12.6
2024-07-02,Financial Modeling,820,6,4.47,0.165,3284.0,4.0,41025.0,0.0391,7.3
2024-07-02,Graphic Design,4280,18,4.14,0.162,14802.0,3.5,179466.0,0.0491,8.0
2024-07-02,Legal Consulting,535,2,4.5,0.158,2050.0,3.8,34948.0,0.0465,5.9
2024-07-02,Mobile App,1832,15,4.22,0.159,6220.0,3.4,98447.0,0.0456,3.5
2024-07-02,Music Production,1147,6,3.91,0.112,5142.0,4.5,67472.0,0.0489,4.4
2024-07-02,Photography,1772,16,4.02,0.188,5856.0,3.3,85096.0,0.0413,7.2
2024-07-02,SEO/SEM,2198,29,3.95,0.132,8226.0,3.7,140724.0,0.0496,7.1
2024-07-02,Social Media Management,3214,19,3.83,0.205,10256.0,3.2,168531.0,0.0412,1.9
2024-07-02,Translation,3609,23,3.89,0.103,12865.0,3.6,206848.0,0.0463,9.3
2024-07-02,Video Production,1413,6,4.18,0.083,5744.0,4.1,90687.0,0.0548,5.9
2024-07-02,Virtual Assistant,3813,33,3.75,0.142,16239.0,4.3,282308.0,0.0536,2.9
2024-07-02,Web Development,3157,8,4.29,0.145,11819.0,3.7,195512.0,0.0535,3.1
2024-07-03,AI/ML Development,1633,10,4.38,0.147,6723.0,4.1,111990.0,0.0439,14.9
2024-07-03,Content Writing,6709,27,3.99,0.19,31151.0,4.6,503346.0,0.0426,12.3
2024-07-03,Data Analysis,2666,32,4.34,0.147,12583.0,4.7,203510.0,0.0312,9.6
2024-07-03,Financial Modeling,752,3,4.45,0.116,3588.0,4.8,45955.0,0.0531,16.3
2024-07-03,Graphic Design,4510,42,4.08,0.153,16555.0,3.7,293768.0,0.0603,9.2
2024-07-03,Legal Consulting,629,5,4.58,0.138,2785.0,4.4,50032.0,0.0397,15.9
2024-07-03,Mobile App,1852,7,4.29,0.164,7571.0,4.1,114243.0,0.0442,10.9
2024-07-03,Music Production,1317,8,3.87,0.156,5028.0,3.8,75626.0,0.0438,4.6
2024-07-03,Photography,1842,6,4.05,0.194,7181.0,3.9,99764.0,0.0452,9.6
2024-07-03,SEO/SEM,2042,5,3.81,0.222,7349.0,3.6,104553.0,0.0521,5.8
2024-07-03,Social Media Management,2682,15,3.79,0.163,9083.0,3.4,111478.0,0.044,10.9
2024-07-03,Translation,3963,27,3.92,0.174,17730.0,4.5,293622.0,0.0545,6.9
2024-07-03,Video Production,1510,14,4.26,0.147,7243.0,4.8,129813.0,0.0494,31.6
2024-07-03,Virtual Assistant,4189,32,3.84,0.128,17033.0,4.1,277573.0,0.0446,4.1
2024-07-03,Web Development,2976,17,4.26,0.119,11773.0,4.0,191583.0,0.038,14.8
2024-07-04,AI/ML Development,1838,22,4.43,0.18,5852.0,3.2,103419.0,0.0518,3.7
2024-07-04,Content Writing,6837,93,3.97,0.142,18836.0,2.8,235936.0,0.0516,7.7
2024-07-04,Data Analysis,2381,18,4.23,0.171,8593.0,3.6,134390.0,0.0502,4.0
2024-07-04,Financial Modeling,890,11,4.45,0.145,3959.0,4.4,61613.0,0.0434,4.1
2024-07-04,Graphic Design,5171,21,4.14,0.151,15747.0,3.0,237330.0,0.0512,6.0
2024-07-04,Legal Consulting,627,3,4.57,0.177,2119.0,3.4,32126.0,0.0467,7.9
2024-07-04,Mobile App,1947,43,4.08,0.189,7103.0,3.6,112868.0,0.0598,9.4
2024-07-04,Music Production,1064,15,3.89,0.147,3673.0,3.5,63011.0,0.0215,9.1
2024-07-04,Photography,1911,4,3.99,0.146,6471.0,3.4,94426.0,0.0452,8.8
2024-07-04,SEO/SEM,2258,13,3.91,0.185,8743.0,3.9,113790.0,0.044,17.1
2024-07-04,Social Media Management,3135,11,3.81,0.155,8728.0,2.8,107988.0,0.0379,15.2
2024-07-04,Translation,4163,25,3.82,0.168,11767.0,2.8,207501.0,0.0513,9.9
2024-07-04,Video Production,1221,7,4.25,0.119,5112.0,4.2,85660.0,0.0608,7.1
2024-07-04,Virtual Assistant,4509,12,3.72,0.15,16373.0,3.6,243904.0,0.0488,2.6
2024-07-04,Web Development,2790,9,4.25,0.152,8410.0,3.0,105231.0,0.0263,8.9
2024-07-05,AI/ML Development,1511,6,4.32,0.208,5598.0,3.7,77587.0,0.0347,8.3
2024-07-05,Content Writing,5784,14,4.0,0.136,22934.0,4.0,319928.0,0.0512,4.3
2024-07-05,Data Analysis,2831,21,4.27,0.125,8219.0,2.9,104619.0,0.0354,10.5
2024-07-05,Financial Modeling,909,2,4.46,0.164,3688.0,4.1,63939.0,0.0417,5.7
2024-07-05,Graphic Design,4584,47,3.97,0.134,17063.0,3.7,263980.0,0.0417,6.0
2024-07-05,Legal Consulting,581,7,4.72,0.124,1955.0,3.4,23689.0,0.0452,5.9
2024-07-05,Mobile App,1783,10,4.24,0.154,5953.0,3.3,,0.0458,24.4
2024-07-05,Music Production,1175,3,3.83,0.123,4132.0,3.5,66466.0,0.0569,27.8
2024-07-05,Photography,1844,4,3.97,0.093,6896.0,3.7,86754.0,0.0464,2.7
2024-07-05,SEO/SEM,2262,34,4.0,0.153,6534.0,2.9,89744.0,0.044,9.0
2024-07-05,Social Media Management,2975,38,3.75,0.118,11030.0,3.7,153012.0,0.0442,2.6
2024-07-05,Translation,3754,32,3.81,0.116,12374.0,3.3,214832.0,0.0491,12.4
2024-07-05,Video Production,1332,8,4.23,0.165,4313.0,3.2,56143.0,0.0455,29.9
2024-07-05,Virtual Assistant,3670,28,3.69,0.154,9058.0,2.5,143401.0,0.0562,14.6
2024-07-05,Web Development,3505,56,4.26,0.153,11701.0,3.3,189928.0,0.0443,6.1
2024-07-06,AI/ML Development,1544,9,4.38,0.156,4312.0,2.8,65979.0,0.0441,7.7
2024-07-06,Content Writing,6698,44,3.96,0.14,12781.0,1.9,159964.0,0.0368,3.0
2024-07-06,Data Analysis,2746,29,4.3,0.143,7155.0,2.6,107236.0,0.054,9.1
2024-07-06,Financial Modeling,886,5,4.35,0.157,2597.0,2.9,40778.0,0.0428,4.4
2024-07-06,Graphic Design,4834,78,3.97,0.176,10080.0,2.1,140344.0,0.045,13.0
2024-07-06,Legal Consulting,534,2,4.58,0.153,1254.0,2.3,19070.0,0.0481,12.7
2024-07-06,Mobile App,1856,12,4.13,0.17,5222.0,2.8,90893.0,0.0398,4.7
2024-07-06,Music Production,1051,6,3.88,0.173,2850.0,2.7,39768.0,0.0452,8.7
2024-07-06,Photography,1742,11,4.1,0.157,3567.0,2.0,52917.0,0.0466,5.0
2024-07-06,SEO/SEM,2297,22,4.0,0.166,4493.0,2.0,76579.0,0.0588,10.5
2024-07-06,Social Media Management,3144,12,3.75,0.138,7738.0,2.5,126118.0,0.0304,18.4
2024-07-06,Translation,3540,19,3.84,0.116,7206.0,2.0,113138.0,0.0503,2.5
2024-07-06,Video Production,1476,12,4.22,0.11,4027.0,2.7,66386.0,0.0572,10.9
2024-07-06,Virtual Assistant,4232,18,3.79,0.166,8647.0,2.0,152889.0,0.0442,17.7
2024-07-06,Web Development,3283,17,4.2,0.133,7537.0,2.3,135454.0,0.0376,7.5
