transaction_id,date,gig_category,seller_country,buyer_country,seller_profession,amount_usd,currency,payment_method,status,completion_days,rating,is_repeat_buyer,platform_fee_usd,seller_level,week_number
TXN-1200232,2024-07-01,Virtual Assistant,FR,IN,HR Manager,170.74,USD,credit_card,completed,1,3.9,False,34.15,level_2,27
TXN-1200038,2024-07-01,Mobile App,ZA,IN,Software Engineer,331.64,USD,paypal,completed,17,3.9,True,66.33,level_1,27
TXN-1200243,2024-07-01,Mobile App,US,FR,Software Engineer,129.84,USD,credit_card,completed,17,4.2,False,25.97,new_seller,27
TXN-1200045,2024-07-01,Graphic Design,FR,AU,Designer,163.66,USD,paypal,completed,12,4.4,True,32.73,new_seller,27
TXN-1200238,2024-07-01,Financial Modeling,IL,US,Accountant,111.05,GBP,paypal,completed,4,4.2,False,22.21,new_seller,27
TXN-1200048,2024-07-01,Music Production,ZA,IL,Designer,26.83,ILS,paypal,completed,20,4.0,True,5.37,level_1,27
TXN-1200063,2024-07-01,Translation,IN,US,Writer,151.33,USD,credit_card,completed,3,4.3,False,30.27,level_2,27
TXN-1200069,2024-07-01,Video Production,US,US,Designer,667.84,USD,credit_card,completed,7,2.8,False,133.57,level_2,27
TXN-1200073,2024-07-01,Social Media Management,IN,FR,Marketing Manager,635.89,USD,crypto,disputed,8,,False,127.18,top_rated,27
TXN-1200075,2024-07-01,Mobile App,AU,SG,Software Engineer,197.15,USD,bank_transfer,completed,25,3.9,False,39.43,top_rated,27
TXN-1200079,2024-07-01,Web Development,ES,JP,Software Engineer,584.1,ILS,credit_card,cancelled,19,,False,116.82,level_2,27
TXN-1200203,2024-07-01,Graphic Design,ZA,DE,Designer,528.03,EUR,credit_card,completed,4,4.9,True,105.61,level_2,27
TXN-1200089,2024-07-01,Translation,US,JP,Writer,250.0,USD,credit_card,completed,2,4.4,True,50.0,level_1,27
TXN-1200093,2024-07-01,Photography,IN,IN,Designer,67.12,EUR,paypal,completed,4,3.5,False,13.42,level_1,27
TXN-1200175,2024-07-01,Legal Consulting,IN,DE,Lawyer,219.7,USD,paypal,completed,13,4.5,True,43.94,level_1,27
TXN-1200102,2024-07-01,Video Production,BR,US,Designer,40.73,USD,credit_card,completed,7,3.3,False,8.15,level_2,27
TXN-1200106,2024-07-01,Graphic Design,FR,GB,Designer,37.21,USD,bank_transfer,completed,5,3.2,True,7.44,level_1,27
TXN-1200112,2024-07-01,Virtual Assistant,IN,US,HR Manager,247.01,USD,paypal,completed,1,4.9,False,49.4,level_1,27
TXN-1200153,2024-07-01,Video Production,BR,IN,Designer,194.83,USD,bank_transfer,completed,7,3.8,True,38.97,rising_talent,27
TXN-1200115,2024-07-01,Graphic Design,US,IL,Designer,96.86,USD,bank_transfer,completed,6,3.3,True,19.37,new_seller,27
TXN-1200152,2024-07-01,Music Production,GB,GB,Designer,144.01,USD,paypal,completed,14,4.8,False,28.8,level_1,27
TXN-1200148,2024-07-01,Translation,BR,MX,Writer,201.21,EUR,credit_card,completed,3,4.3,False,40.24,level_1,27
TXN-1200142,2024-07-01,SEO/SEM,US,SG,Marketing Manager,57.59,INR,credit_card,completed,4,4.6,False,11.52,new_seller,27
TXN-1200132,2024-07-01,Translation,DE,MX,Writer,63.27,USD,bank_transfer,completed,1,2.2,True,12.65,level_1,27
TXN-1200037,2024-07-01,SEO/SEM,IL,BR,Marketing Manager,39.13,USD,paypal,cancelled,5,,False,7.83,level_1,27
TXN-1200252,2024-07-01,SEO/SEM,AU,US,Marketing Manager,80.3,USD,credit_card,completed,6,2.7,False,16.06,level_2,27
TXN-1200218,2024-07-01,Content Writing,US,US,Writer,2568.66,EUR,paypal,completed,3,4.5,False,513.73,top_rated,27
TXN-1200274,2024-07-01,Financial Modeling,BR,FR,Accountant,46.9,USD,paypal,completed,7,4.3,False,9.38,level_2,27
TXN-1200283,2024-07-01,Data Analysis,MX,ZA,Data Scientist,86.14,USD,credit_card,completed,6,3.6,False,17.23,level_1,27
TXN-1200278,2024-07-01,Social Media Management,SG,GB,Marketing Manager,86.43,USD,paypal,completed,3,4.5,False,17.29,level_1,27
TXN-1200267,2024-07-01,Content Writing,US,US,Writer,412.32,USD,paypal,completed,3,3.4,False,82.46,rising_talent,27
TXN-1200284,2024-07-01,Legal Consulting,IN,SG,Lawyer,98.81,USD,credit_card,completed,20,4.8,False,19.76,level_2,27
TXN-1200266,2024-07-01,Social Media Management,US,MX,Marketing Manager,70.03,USD,credit_card,completed,13,3.8,True,14.01,top_rated,27
TXN-1200015,2024-07-01,Legal Consulting,GB,IN,Lawyer,61.56,USD,bank_transfer,completed,30,4.9,False,12.31,level_1,27
TXN-1200078,2024-07-02,SEO/SEM,JP,IN,Marketing Manager,1201.6,EUR,credit_card,completed,5,3.8,False,240.32,level_2,27
TXN-1200086,2024-07-02,Video Production,FR,DE,Designer,288.17,USD,credit_card,completed,5,4.6,False,57.63,new_seller,27
TXN-1200222,2024-07-02,Data Analysis,NL,US,Data Scientist,43.61,USD,credit_card,completed,6,4.5,False,8.72,level_2,27
TXN-1200220,2024-07-02,Financial Modeling,GB,FR,Accountant,53.82,GBP,bank_transfer,completed,7,2.9,False,10.76,new_seller,27
TXN-1200197,2024-07-02,Music Production,IN,US,Designer,179.0,GBP,paypal,completed,21,5.0,False,35.8,rising_talent,27
TXN-1200104,2024-07-02,Translation,DE,GB,Writer,79.29,USD,paypal,completed,1,4.2,False,15.86,level_2,27
TXN-1200065,2024-07-02,Web Development,IN,US,Software Engineer,49.68,USD,credit_card,completed,30,4.4,False,9.94,rising_talent,27
TXN-1200066,2024-07-02,Virtual Assistant,GB,GB,HR Manager,703.73,USD,paypal,completed,1,4.6,False,140.75,level_2,27
TXN-1200014,2024-07-02,Content Writing,US,IN,Writer,300.49,USD,paypal,completed,4,4.6,False,60.1,level_2,27
TXN-1200184,2024-07-02,Translation,FR,DE,Writer,132.06,GBP,credit_card,completed,2,3.1,False,26.41,level_1,27
TXN-1200055,2024-07-02,Video Production,AU,US,Designer,88.46,EUR,bank_transfer,completed,8,3.6,False,17.69,new_seller,27
TXN-1200017,2024-07-02,Translation,ES,US,Writer,25.09,GBP,credit_card,completed,2,4.4,False,5.02,level_1,27
TXN-1200213,2024-07-02,Data Analysis,GB,DE,Data Scientist,18.23,USD,paypal,completed,17,3.7,False,3.65,level_1,27
TXN-1200187,2024-07-02,Web Development,ZA,ZA,Software Engineer,683.37,USD,credit_card,completed,12,4.4,False,136.67,rising_talent,27
TXN-1200012,2024-07-02,Music Production,US,US,Designer,214.87,USD,credit_card,completed,10,3.3,False,42.97,level_1,27
TXN-1200214,2024-07-02,AI/ML Development,JP,IN,Data Scientist,136.51,EUR,credit_card,completed,15,4.8,False,27.3,level_1,27
TXN-1200261,2024-07-02,Translation,IL,ES,Writer,179.71,USD,credit_card,cancelled,5,,True,35.94,level_1,27
TXN-1200159,2024-07-02,Content Writing,US,GB,Writer,76.09,USD,bank_transfer,completed,3,4.8,False,15.22,level_1,27
TXN-1200041,2024-07-02,SEO/SEM,US,US,Marketing Manager,198.28,USD,credit_card,completed,6,4.5,False,39.66,level_1,27
TXN-1200287,2024-07-02,Virtual Assistant,NL,FR,HR Manager,629.26,USD,credit_card,completed,1,4.6,False,125.85,level_2,27
TXN-1200137,2024-07-02,Virtual Assistant,IL,IN,HR Manager,255.49,USD,credit_card,completed,4,3.9,False,51.1,level_2,27
TXN-1200032,2024-07-02,Social Media Management,US,IN,Marketing Manager,404.35,ILS,bank_transfer,completed,6,4.3,True,80.87,level_1,27
TXN-1200026,2024-07-02,Photography,US,BR,Designer,1184.37,ILS,credit_card,completed,4,4.2,True,236.87,level_1,27
TXN-1200286,2024-07-02,Data Analysis,IN,US,Data Scientist,40.32,USD,paypal,completed,11,3.2,False,8.06,rising_talent,27
TXN-1200244,2024-07-02,Web Development,BR,CA,Software Engineer,106.59,USD,paypal,completed,17,4.1,False,21.32,top_rated,27
TXN-1200007,2024-07-02,Web Development,IN,GB,Software Engineer,151.23,EUR,credit_card,completed,7,3.5,True,30.25,level_1,27
TXN-1200122,2024-07-02,Content Writing,BR,NL,Writer,62.08,ILS,credit_card,completed,1,3.7,False,12.42,rising_talent,27
TXN-1200240,2024-07-02,Video Production,US,IN,Designer,151.21,USD,credit_card,completed,3,3.6,False,30.24,level_1,27
TXN-1200200,2024-07-02,AI/ML Development,AU,FR,Data Scientist,89.47,GBP,credit_card,completed,17,4.3,False,17.89,level_1,27
TXN-1200021,2024-07-02,Photography,GB,US,Designer,398.94,GBP,credit_card,completed,4,4.4,False,79.79,new_seller,27
TXN-1200235,2024-07-02,Graphic Design,BR,US,Designer,24.04,USD,paypal,completed,11,4.1,False,4.81,level_1,27
TXN-1200145,2024-07-02,AI/ML Development,SG,US,Data Scientist,104.48,ILS,paypal,cancelled,24,,True,20.9,top_rated,27
TXN-1200174,2024-07-03,AI/ML Development,US,US,Data Scientist,50.36,EUR,credit_card,completed,15,4.7,True,10.07,level_2,27
TXN-1200013,2024-07-03,Social Media Management,US,US,Marketing Manager,618.04,USD,paypal,completed,5,4.0,False,123.61,level_2,27
TXN-1200006,2024-07-03,Graphic Design,CA,IN,Designer,493.24,USD,credit_card,completed,4,4.8,False,98.65,new_seller,27
TXN-1200196,2024-07-03,Virtual Assistant,GB,US,HR Manager,20.46,USD,bank_transfer,completed,2,4.8,False,4.09,level_1,27
TXN-1200138,2024-07-03,Content Writing,MX,ZA,Writer,330.85,USD,crypto,completed,6,3.9,True,66.17,rising_talent,27
TXN-1200092,2024-07-03,Social Media Management,US,US,Marketing Manager,51.91,USD,crypto,completed,4,4.4,False,10.38,top_rated,27
TXN-1200158,2024-07-03,SEO/SEM,ZA,US,Marketing Manager,315.92,USD,bank_transfer,completed,8,4.8,False,63.18,new_seller,27
TXN-1200149,2024-07-03,Music Production,FR,GB,Designer,328.32,USD,bank_transfer,completed,7,2.6,True,65.66,new_seller,27
TXN-1200139,2024-07-03,Legal Consulting,IL,US,Lawyer,551.16,USD,paypal,completed,12,4.3,False,110.23,top_rated,27
TXN-1200164,2024-07-03,Music Production,IN,JP,Designer,71.77,ILS,credit_card,completed,4,4.9,False,14.35,rising_talent,27
TXN-1200166,2024-07-03,Legal Consulting,FR,IN,Lawyer,55.77,USD,credit_card,completed,12,3.7,False,11.15,new_seller,27
TXN-1200125,2024-07-03,Graphic Design,DE,US,Designer,6.51,USD,paypal,completed,5,4.1,False,1.3,level_2,27
TXN-1200124,2024-07-03,Music Production,US,GB,Designer,63.25,GBP,credit_card,completed,12,4.6,True,12.65,level_2,27
TXN-1200180,2024-07-03,Music Production,NL,DE,Designer,1351.62,USD,paypal,completed,13,3.5,False,270.32,top_rated,27
TXN-1200119,2024-07-03,Music Production,MX,BR,Designer,351.67,USD,credit_card,completed,15,3.9,False,70.33,level_1,27
TXN-1200123,2024-07-03,Social Media Management,GB,IN,Marketing Manager,110.26,USD,bank_transfer,completed,5,4.5,False,22.05,new_seller,27
TXN-1200178,2024-07-03,AI/ML Development,GB,ZA,Data Scientist,65.02,USD,credit_card,completed,26,4.4,False,13.0,level_1,27
TXN-1200011,2024-07-03,Music Production,US,AU,Designer,83.9,USD,bank_transfer,completed,12,3.2,True,16.78,level_2,27
TXN-1200004,2024-07-03,Music Production,IN,US,Designer,1287.95,USD,credit_card,completed,10,3.8,True,257.59,level_2,27
TXN-1200189,2024-07-03,Content Writing,IN,US,Writer,117.11,USD,crypto,completed,1,4.7,True,23.42,level_2,27
TXN-1200155,2024-07-03,Photography,IL,NL,Designer,15.19,USD,paypal,completed,3,4.9,False,3.04,top_rated,27
TXN-1200205,2024-07-03,Video Production,GB,US,Designer,6.13,USD,paypal,completed,8,3.5,False,1.23,level_1,27
TXN-1200085,2024-07-03,Video Production,IN,ES,Designer,850.57,GBP,paypal,completed,8,4.7,False,170.11,level_2,27
TXN-1200258,2024-07-03,Social Media Management,US,IN,Marketing Manager,8.85,USD,bank_transfer,completed,9,4.1,False,1.77,level_1,27
TXN-1200248,2024-07-03,Music Production,DE,MX,Designer,189.69,USD,paypal,completed,13,4.2,False,37.94,top_rated,27
TXN-1200247,2024-07-03,Virtual Assistant,US,US,HR Manager,108.51,USD,paypal,completed,3,3.3,True,21.7,new_seller,27
TXN-1200271,2024-07-03,AI/ML Development,FR,US,Data Scientist,64.08,USD,credit_card,completed,8,4.5,True,12.82,level_1,27
TXN-1200040,2024-07-03,Photography,DE,ZA,Designer,2028.49,GBP,paypal,completed,3,4.1,True,405.7,new_seller,27
TXN-1200275,2024-07-03,Content Writing,JP,GB,Writer,165.38,USD,bank_transfer,completed,2,4.5,False,33.08,level_2,27
TXN-1200239,2024-07-03,Web Development,GB,ES,Software Engineer,40.68,USD,credit_card,completed,8,4.2,True,8.14,new_seller,27
TXN-1200052,2024-07-03,Music Production,BR,GB,Designer,3626.94,USD,bank_transfer,completed,11,4.6,True,725.39,level_1,27
TXN-1200053,2024-07-03,Video Production,DE,BR,Designer,1240.03,GBP,credit_card,completed,6,3.8,False,248.01,top_rated,27
TXN-1200231,2024-07-03,Web Development,ES,US,Software Engineer,86.34,USD,bank_transfer,completed,21,4.8,False,17.27,rising_talent,27
TXN-1200087,2024-07-03,Photography,IN,NL,Designer,41.21,USD,paypal,completed,3,4.3,False,8.24,level_1,27
TXN-1200226,2024-07-03,Mobile App,US,IN,Software Engineer,430.77,USD,paypal,completed,30,3.9,True,86.15,new_seller,27
