date,gig_category,avg_price_usd,median_price_usd,min_price_usd,max_price_usd,n_listings,discount_active,price_change_pct
2025-01-01,AI/ML Development,754.75,805.53,426.96,1034.96,2579,False,
2025-01-01,Content Writing,52.54,54.54,30.82,88.03,5472,False,
2025-01-01,Data Analysis,410.82,390.78,249.42,727.9,3339,False,
2025-01-01,Financial Modeling,557.68,582.06,327.2,912.85,1693,False,
2025-01-01,Graphic Design,128.01,134.8,72.82,222.97,8553,False,
2025-01-01,Legal Consulting,752.06,758.89,303.3,1473.41,919,False,
2025-01-01,Mobile App,590.95,546.78,349.61,1039.51,1826,False,
2025-01-01,Music Production,213.79,222.68,115.29,352.01,1200,False,
2025-01-01,Photography,153.24,143.14,77.72,234.1,1993,False,
2025-01-01,SEO/SEM,247.0,262.99,123.69,393.77,2028,False,
2025-01-01,Social Media Management,193.93,196.31,138.05,284.36,7949,False,
2025-01-01,Translation,74.98,80.05,29.19,160.42,3902,False,
2025-01-01,Video Production,296.57,288.89,136.75,621.56,2904,False,
2025-01-01,Virtual Assistant,60.96,61.42,38.23,87.46,3929,False,
2025-01-01,Web Development,476.2,507.57,206.69,930.7,5969,False,
2025-01-02,AI/ML Development,699.41,738.01,297.41,1386.99,3014,False,
2025-01-02,Content Writing,60.98,64.43,38.26,95.95,11107,False,
2025-01-02,Data Analysis,365.19,351.93,191.74,671.78,2890,False,
2025-01-02,Financial Modeling,483.22,488.98,305.71,629.77,1326,False,
2025-01-02,Graphic Design,133.07,136.24,67.64,201.78,6031,False,
2025-01-02,Legal Consulting,812.62,800.35,379.94,1593.58,534,False,
2025-01-02,Mobile App,717.16,693.23,431.42,1192.23,1763,False,
2025-01-02,Music Production,216.5,205.7,107.96,426.04,2085,False,
2025-01-02,Photography,151.39,151.71,111.33,226.55,2158,False,
2025-01-02,SEO/SEM,253.11,233.24,106.69,506.58,3183,False,
2025-01-02,Social Media Management,160.12,166.93,73.5,335.74,4292,False,
2025-01-02,Translation,82.07,87.22,57.89,104.43,2861,False,
2025-01-02,Video Production,315.21,319.51,158.29,472.6,3669,False,
2025-01-02,Virtual Assistant,48.45,51.88,31.33,78.67,7694,False,
2025-01-02,Web Development,,395.63,282.13,607.66,3292,False,
2025-01-03,AI/ML Development,,699.26,345.68,1464.08,1621,False,
2025-01-03,Content Writing,64.42,69.13,43.08,100.16,14719,False,
2025-01-03,Data Analysis,311.01,328.33,146.05,503.18,6286,False,
2025-01-03,Financial Modeling,477.64,464.4,316.05,648.73,541,False,
2025-01-03,Graphic Design,136.21,131.13,76.14,248.98,4159,False,
2025-01-03,Legal Consulting,762.35,721.54,464.42,1029.18,436,False,
2025-01-03,Mobile App,596.51,603.53,264.11,1255.61,2975,False,
2025-01-03,Music Production,220.2,225.63,107.29,382.53,2742,False,
2025-01-03,Photography,139.69,140.15,68.77,242.17,1929,False,
2025-01-03,SEO/SEM,229.22,228.51,100.98,477.82,2984,False,
2025-01-03,Social Media Management,170.4,165.18,100.15,311.86,4321,False,
2025-01-03,Translation,75.95,79.67,48.7,112.55,4311,False,
2025-01-03,Video Production,319.37,309.04,219.49,446.97,1388,False,
2025-01-03,Virtual Assistant,48.11,44.47,21.32,91.22,4038,False,
2025-01-03,Web Development,432.95,457.57,176.65,794.01,1934,False,
