date,gig_category,n_active_vendors,n_new_vendors,avg_vendor_rating,top_rated_fraction,total_profile_views,avg_profile_views,search_impressions,click_through_rate,avg_response_time_hours
2024-04-01,AI/ML Development,1771,23,4.44,0.143,9324.0,5.3,142806.0,0.0458,8.2
2024-04-01,Content Writing,6793,45,4.0,0.168,40028.0,5.9,602380.0,0.0554,5.2
2024-04-01,Data Analysis,3007,37,4.37,0.128,16655.0,5.5,296371.0,0.0524,3.2
2024-04-01,Financial Modeling,1063,14,4.59,0.132,5967.0,5.6,71670.0,0.0628,26.9
2024-04-01,Graphic Design,5470,79,4.06,0.149,34995.0,6.4,493542.0,0.0482,13.8
2024-04-01,Legal Consulting,727,3,4.5,0.127,4614.0,6.3,66383.0,0.0493,10.2
2024-04-01,Mobile App,2419,26,4.13,0.162,12944.0,5.4,222634.0,0.0478,15.2
2024-04-01,Music Production,1428,3,4.01,0.122,6946.0,4.9,119555.0,0.0453,10.0
2024-04-01,Photography,1946,6,4.06,0.153,9268.0,4.8,156439.0,0.0488,3.0
2024-04-01,SEO/SEM,2124,5,3.94,0.122,9730.0,4.6,169417.0,0.0413,5.0
2024-04-01,Social Media Management,3375,25,3.84,0.146,16581.0,4.9,202706.0,0.0491,8.2
2024-04-01,Translation,3916,42,4.01,0.149,23742.0,6.1,325441.0,0.059,4.9
2024-04-01,Video Production,1550,7,4.17,0.166,8997.0,5.8,133196.0,0.034,4.4
2024-04-01,Virtual Assistant,4539,54,3.86,0.145,23011.0,5.1,370448.0,1.6211,5.4
2024-04-01,Web Development,3996,34,4.27,0.135,24558.0,6.1,355386.0,0.0432,12.9
2024-04-02,AI/ML Development,1792,16,4.34,0.171,11022.0,6.2,157721.0,0.0499,7.3
2024-04-02,Content Writing,6708,20,4.05,0.148,33559.0,5.0,512937.0,0.0422,68.8
2024-04-02,Data Analysis,3179,31,4.29,0.194,21647.0,6.8,270627.0,0.0523,10.2
2024-04-02,Financial Modeling,865,8,4.52,0.148,4238.0,4.9,67603.0,0.0462,5.2
2024-04-02,Graphic Design,5435,38,4.05,0.145,23773.0,4.4,311271.0,0.0467,8.5
2024-04-02,Legal Consulting,710,3,4.74,0.174,4224.0,5.9,50986.0,0.0452,13.1
2024-04-02,Mobile App,2021,9,4.22,0.141,12416.0,6.1,164678.0,0.048,16.1
2024-04-02,Music Production,1399,4,3.86,0.189,6318.0,4.5,75874.0,0.0334,2.6
2024-04-02,Photography,2264,15,4.08,0.084,11608.0,5.1,194283.0,0.0405,5.2
2024-04-02,SEO/SEM,2308,4,4.01,0.183,12673.0,5.5,160174.0,0.0497,5.6
2024-04-02,Social Media Management,3241,12,3.85,0.176,18116.0,5.6,217910.0,0.0453,19.6
2024-04-02,Translation,4738,15,3.94,0.228,28764.0,6.1,516389.0,0.0406,8.3
2024-04-02,Video Production,1479,4,4.18,0.117,6788.0,4.6,97630.0,0.0459,19.7
2024-04-02,Virtual Assistant,4684,52,3.92,0.191,24993.0,5.3,417614.0,0.038,7.9
2024-04-02,Web Development,3972,29,4.26,0.182,27161.0,6.8,341059.0,0.0391,16.5
2024-04-03,AI/ML Development,2045,22,4.37,0.109,13730.0,6.7,210891.0,0.0462,11.1
2024-04-03,Content Writing,6893,65,4.08,0.21,35606.0,5.2,557019.0,0.0577,13.0
2024-04-03,Data Analysis,3059,47,4.18,0.145,19872.0,6.5,317594.0,0.0604,11.6
2024-04-03,Financial Modeling,1061,4,4.48,0.131,6904.0,6.5,100271.0,0.0364,8.8
2024-04-03,Graphic Design,5181,23,4.15,0.159,26029.0,5.0,456280.0,0.0353,9.3
